rank,category,product_link,name,avg_rating,review_link,rating_count,prime,Images,sentiment score,Answered_Questions,Price,Discount,customer_review_count
73,grocery,/CrazyOutlet-Pack-Hersheys-Christmas-Chocolate/dp/B07YNV4KT2/,"            CrazyOutlet Pack - Hershey's Kisses Christmas Mix, Milk Chocolate Candy Green, Red and Silver Foil Wrappers, Bulk Holiday Candies, 2 Lbs        ",4.5,/product-reviews/B07YNV4KT2/,2,prime,7,0.7239853,0,17.99,0,1
78,grocery,/think-High-Protein-Bars-Artificial/dp/B07Y35ZWG8/,"            think! High Protein Bars - Variety Pack, 20g Protein, 0-3g Sugar, No Artificial Sweeteners, Gluten Free, GMO Free, 2.1-2.2 oz bar (12 Count)        ",3.7,/product-reviews/B07Y35ZWG8/,3370,prime,7,0.4328011,138,20.67,0,3332
79,grocery,/Bells-All-Natural-Seasoning-Flossers/dp/B07ZHPMFBR/,            Bell's All Natural Seasoning - 1 oz (Pack of 4) Bundled with 20ct Dental Flossers in a Prime Time Direct Sealed Bag        ,4.6,/product-reviews/B07ZHPMFBR/,3,prime,1,0.2005752,0,16.99,0,3
81,grocery,/Creamer-Fresh-Butter-Coconut-Unsweetened/dp/B07ZPLNZ95/,"            Keto Creamer with MCT Oil, Farm Fresh Ghee, Cocoa Butter, Coconut Oil 8oz [Unsweetened - Must Be Blended] | Zero Carb Keto Coffee Creamer | Keto-friendly, Sugar Free        ",5,/product-reviews/B07ZPLNZ95/,31,prime,7,0.8544304,0,14.99,0,40
82,grocery,/LUV-Mini-Keto-Chocolate-Chips/dp/B07VS2TM82/,            LUV Mini Keto Chocolate Chips - 9 oz Sugar Free 80% Dark Chocolate Chips For Baking - Stevia Sweetened Low Net Carb Gluten Dairy Free Vegan Non GMO Keto Friendly Snack Candy        ,4.2,/product-reviews/B07VS2TM82/,29,prime,7,0.6895862,4,8.95,0,27
83,grocery,/No-Cow-Chocolate-Doughnut-Friendly/dp/B07Y8T2QVC/,"            No Cow Protein Bar, Chocolate Glazed Doughnut, 22g Plant Based Protein, Keto Friendly, Low Carb, Low Sugar, Dairy Free, Gluten Free, Vegan, High Fiber, Non-GMO, 12Count        ",4,/product-reviews/B07Y8T2QVC/,7,prime,3,0.7346243,0,27.99,0,7
84,grocery,/SAVERS-Candy-Flavors-50-Ounce-Party/dp/B07W7FMQ9R/,            LIFE SAVERS 5 Flavors Hard Candy 50-Ounce Party Size Bag        ,5,/product-reviews/B07W7FMQ9R/,3,prime,7,0.9640888,0,8.49,0,1
87,grocery,/Crafty-Cooking-Disney-Holiday-Gingerbread/dp/B07YP7CNW8/,            Crafty Cooking Kits Disney Frozen II Olaf's Holiday Ice Hut Gingerbread Cookie Kit - Contents Net Wt. 17.68 oz        ,2,/product-reviews/B07YP7CNW8/,3,prime,1,0.4936603,0,17.99,0,3
89,grocery,/Hydration-Electrolyte-Antioxidant-Naturally-Flavored/dp/B07YLD3ZR5/,"            Shine Water ""The New Hydration"" Vitamin D + Electrolyte + Antioxidant Water, Zero Sugar, Naturally Flavored, Made in The USA! 16.9oz. BPA Free Bottle (12 Pack) (VARIETY PACK)        ",4.9,/product-reviews/B07YLD3ZR5/,36,prime,6,0.868829,3,25.95,0,40
92,grocery,/HERSHEYS-Chocolate-Amazing-Appreciation-Christmas/dp/B07YSM82Y7/,"            HERSHEY'S Milk Chocolate You're Amazing Appreciation Candy Bars for Christmas and Holiday Season, 4 oz Bars, 12 Count        ",4.5,/product-reviews/B07YSM82Y7/,157,prime,6,0.8121717,11,24.99,0,159
94,grocery,/Preservative-Enhancer-Gluten-Free-Excellent-Household/dp/B07Y25JM9S/,"            All Natural Citric Acid (30 Ounces) | Food Grade Meal Preservative and Flavor Enhancer | Non-GMO, Kosher and Gluten-Free | Excellent for Bath Bombs, Household Cleaning, Canning, Cooking & Baking        ",4.2,/product-reviews/B07Y25JM9S/,7,prime,3,0.6791643,0,9.99,0,7
95,grocery,/Gingerbread-Festive-Peppermint-Chocolate-Cookie/dp/B07YCT7G4L/,"            Gingerbread House Kit, Festive Peppermint & Chocolate Cookie House - Includes Pre-assembled House, 2 Candy Cane Cookies, White Peppermint-Flavored Icing, Red Icing, 4 Types of Candies, & (4) SEWANTA Candy Cup Holders        ",5,/product-reviews/B07YCT7G4L/,1,prime,7,0.9942576,0,28.38,0,1
96,grocery,/Pure-Protein-Nutritious-Support-Energy/dp/B07Y35ZWF9/,"            Pure Protein Bars, High Protein, Nutritious Scks to Support Energy, Low Sugar, Gluten Free, Lemon Cake, 1.76 Oz, Pack of 12        ",4.1,/product-reviews/B07Y35ZWF9/,1388,prime,3,0.7099346,54,14.54,0,1324
97,grocery,/Market-Main-Classic-Compatible-Brewers/dp/B07YYMM66V/,"            Market & Main OneCup, Classic Hot Cocoa, Compatible with Keurig K-cup Brewers, 12 Count        ",3.9,/product-reviews/B07YYMM66V/,215,prime,7,0.3785423,6,7.44,0,203
98,grocery,/Brachs-bag-Favorites-Candy-Corn/dp/B07XPG2DG7/,            Brach's (1) bag Pie Favorites Candy Corn - Apple Pie & Pumpkin Pie Flavored Halloween/Fall Candy - Net Wt. 5 oz        ,3.4,/product-reviews/B07XPG2DG7/,9,prime,1,0.7880538,0,4.99,0,5
99,grocery,/Wildflower-Honeycomb-Honey-Natural-Wisconsin/dp/B07Y29X5C1/,"            Native Wildflower Honeycomb (3x4), Pure Comb Honey for Eating, All Natural and Raw from Wisconsin        ",5,/product-reviews/B07Y29X5C1/,2,prime,7,0.8169458,0,24.91,0,0
1,fashion,/Christmas-Pajamas-One-Piece-Snowflake-Sleepwear/dp/B07XB4XG3J/,            Womens Christmas Pajamas Adult One-Piece Soft Flannel Plaid Snowflake Stitch Sleepwear        ,4,/product-reviews/B07XFB8RGP/,1,no prime,5,0.980166,15,11.87,0,1
2,fashion,/sullcom-Leopard-Patchwork-Crewneck-Pullovers/dp/B07X4FGNBJ/,            sullcom Women Casual T Shirts Leopard Print Patchwork Tops Loose Crewneck Long Sleeve Raglan Pullovers Shirts Tops        ,4.5,/product-reviews/B07X4FGNBJ/,101,prime,7,0.7549084,0,16.5,0,87
3,fashion,/Yincro-Womens-Casual-Sleeve-Blouses/dp/B07XQ9WX45/,            Yincro Women's Casual Long Sleeve Tunic Tops Fall Tshirt Blouses        ,4.5,/product-reviews/B07XQ9WX45/,441,no prime,2,0.7660149,11,20.5,0,404
5,fashion,/Lionstill-Womens-Elegant-Sweater-Dresses/dp/B07WDHZVM3/,            Lionstill Women's Elegant Long Sleeve Dress Casual Tie Waist Sweater Dresses        ,4.6,/product-reviews/B07WDHZVM3/,497,no prime,6,0.714512,19,22,0,463
6,fashion,/Amazon-Essentials-Lightweight-Turtleneck-Sweater/dp/B07QD329F9/,            Amazon Essentials Women's Lightweight Turtleneck Sweater        ,4.6,/product-reviews/B07QD329F9/,95,no prime,4,0.648403,0,17.6,0,0
7,fashion,/Amazon-Essentials-Standard-Quarter-Zip-Fleece/dp/B07NYB2L58/,            Amazon Essentials Men's Quarter-Zip Polar Fleece Jacket        ,4.3,/product-reviews/B07NYB2L58/,84,prime,5,0.5741936,5,13,35,70
8,fashion,/DB-MOON-Dresses-Pleated-Pockets/dp/B07XCQXDNX/,            DB MOON Women Casual Long Sleeve Dresses Loose Plain Pleated Dress with Pockets        ,4.3,/product-reviews/B07XCQXDNX/,624,no prime,3,0.8432307,14,23.5,0,573
9,fashion,/Amazon-Essentials-Womens-Quarter-Zip-Pullover/dp/B07QTDHM5L/,            Amazon Essentials Women's Quarter-Zip Polar Fleece Pullover Jacket        ,4.4,/product-reviews/B07QTDHM5L/,143,prime,4,0.7866803,14,13,35,133
10,fashion,/HIYIYEZI-Women-Sleeve-Split-Casual/dp/B07XD53MGT/,            HIYIYEZI Fall Tops for Women Long Sleeve Side Split Casual Loose Tunic Top        ,4.6,/product-reviews/B07XD53MGT/,368,no prime,3,0.946791,4,17,0,334
12,fashion,/ANRABESS-Turtleneck-Batwing-Asymmetric-Pullover/dp/B07XMLR6TJ/,            ANRABESS Womens Turtleneck Long Batwing Sleeve Asymmetric Hem Casual Pullover Sweater Knit Tops        ,4.2,/product-reviews/B07XMLR6TJ/,46,no prime,5,0.7368079,0,32.99,0,42
13,fashion,/HARHAY-Womens-Leopard-Striped-Blouses/dp/B07Y6JSW91/,            HARHAY Women's Leopard Print Color Block Tunic Round Neck Long Sleeve Shirts Striped Causal Blouses Tops        ,4.7,/product-reviews/B07Y6JSW91/,122,prime,3,0.9222641,10,18.99,0,103
15,fashion,/KIRUNDO-Turtleneck-Sweater-Sleeves-Pullover/dp/B07Z1FY2PD/,            KIRUNDO 2019 Winter Women’s Turtleneck Knit Sweater Long Sleeves Pullover Plaid Side Split Checked Outwear Loose Fit Tops        ,4.1,/product-reviews/B07Z1FY2PD/,38,prime,6,0.7711418,17,29.99,0,39
16,fashion,/Feiersi-Womens-Shoulder-Sweater-Pullover/dp/B07W3YXXFS/,            Feiersi Women's Off Shoulder Sweater Long Sleeve Loose Pullover Knit Jumper        ,4.6,/product-reviews/B07W3YXXFS/,470,no prime,7,0.8329257,6,22.5,0,438
17,fashion,/Amazon-Essentials-Boys-Water-Resistant-Snow/dp/B07PZ8MCK5/,            Amazon Essentials Boys' Water-Resistant Snow Bib        ,4.9,/product-reviews/B07PZ8MCK5/,83,prime,3,0.7280683,0,29,0,76
18,fashion,/Amazon-Essentials-Womens-Standard-Heavy-Weight/dp/B07Q1DFWZ9/,            Amazon Essentials Women's Heavy-Weight Hooded Puffer Coat        ,4.6,/product-reviews/B07Q1DFWZ9/,66,prime,4,0.8802092,29,35.1,35,63
19,fashion,/sloong-Sunshine-Engraved-Necklace-Sunflower/dp/B07XCKCMXD/,            sloong You are My Sunshine Engraved Necklace Thanksgiving Necklace Sunflower Locket Necklace        ,3.7,/product-reviews/B07Z3BM1B1/,58,prime,7,0.825105,3,14.99,0,41
20,fashion,/KIRUNDO-Sweater-Sleeves-Stitching-Pullovers/dp/B07XFCZNXG/,            KIRUNDO Women’s Strip Color Block Short Sweater Long Sleeves Stitching Color Round Neck Loose Pullovers Jumper Tops        ,4.3,/product-reviews/B07XFCZNXG/,160,prime,7,0.841024,10,29.99,0,152
23,fashion,/Christmas-Earrings-Holiday-Jewelry-Womens/dp/B081LHRB6B/,            Christmas Earrings Holiday Jewelry for Womens Girls - Christmas Earrings Crystal Studs Xmas Reindeer Luxury Earing Clear Cubic Stud Hypoallergenic Cute Earrings        ,5,/product-reviews/B081LHKSH9/,1,no prime,3,0.9937,0,0.99,0,1
24,fashion,/Blanket-Oversized-Cashmere-Pashmina-replica/dp/B07X13D8XG/,"            Classic Plaid Blanket Scarf, Cashmere Feeling, Cozy Warm for Winter        ",4.5,/product-reviews/B07YL1DPV2/,57,prime,7,0.7184319,8,14.49,15,55
25,fashion,/Amazon-Essentials-Womens-Standard-Mid-Length/dp/B07N8FKDHM/,            Amazon Essentials Women's  Mid-Length Plush Robe        ,4.3,/product-reviews/B07N8FKDHM/,41,no prime,4,0.7524667,0,6.99,0,0
26,fashion,/Alepo-Womens-Winter-Beanie-Knitted/dp/B07WC1MS3L/,"            Alepo Womens Winter Beanie Hat, Warm Fleece Lined Knitted Soft Ski Cuff Cap with Pom Pom        ",4.9,/product-reviews/B07YYD7WPJ/,565,prime,7,0.8961437,11,0.99,0,533
27,fashion,/Amazon-Essentials-Toddler-Zip-Front-Sleeper/dp/B07QC8WBCN/,            Amazon Essentials Kids' Baby and Toddler Zip-Front Footed Sleeper        ,4.4,/product-reviews/B07QC8WBCN/,100,prime,5,0.6534022,0,11,0,95
28,fashion,/Amazon-Essentials-Heavy-Weight-Hooded-Puffer/dp/B07Q2GYL4Z/,            Amazon Essentials Boy's Heavy-Weight Hooded Puffer Coat        ,4.8,/product-reviews/B07Q2GYL4Z/,65,prime,4,0.6561531,0,13.98,0,0
29,fashion,/BALEAF-Leggings-Thermal-Waisted-Pockets/dp/B07WPB4KGR/,            BALEAF Women's Fleece Lined Leggings Winter Yoga Leggings Thermal High Waisted Pocketed Pants        ,4.5,/product-reviews/B07WPB4KGR/,41,prime,7,0.6751624,12,29.99,0,36
30,fashion,/KORSIS-Womens-Sleeve-Pleated-Pockets/dp/B07SPYTG4Z/,            KORSIS Women's Long Sleeve Pleated Loose Swing Casual Dress with Pockets        ,4.5,/product-reviews/B07SPYTG4Z/,531,no prime,6,0.693257,13,20.5,0,495
31,fashion,/Dealswin-Watching-Christmas-Movies-Novelty/dp/B07Y9C9R6D/,"            Dealswin Women Watching Christmas Movies Socks, If You Can Read This Funny Dress Socks        ",4.6,/product-reviews/B07Y9LFHWH/,31,no prime,6,0.9522532,0,11,0,0
32,fashion,/iClosam-Matching-Christmas-Pajamas-Sleepwear/dp/B07YCP8ZTK/,            iClosam Matching Family Christmas Pajamas Set Holiday Pajamas Sleepwear Mom Dad PJs        ,4.1,/product-reviews/B07YCP8ZTK/,33,no prime,7,0.9319094,14,18.5,0,32
33,fashion,/Amazon-Essentials-Pullover-Hoodie-Sweatshirt/dp/B07Q2H7Y2T/,            Amazon Essentials Girl's Pullover Hoodie Sweatshirt        ,4.7,/product-reviews/B07Q2H7Y2T/,19,prime,3,0.7986318,0,20.5,0,0
34,fashion,/Amazon-Essentials-Womens-Classic-Fit-T-Shirt/dp/B07R4CN67Y/,            Amazon Essentials Women's Classic-Fit 3/4 Sleeve V-Neck T-Shirt        ,4.3,/product-reviews/B07R4CN67Y/,53,prime,4,0.7395105,0,22.99,0,0
35,fashion,/aihihe-Womens-Tops-Pullovers-Sweatshirt/dp/B07ZNNYST3/,            aihihe Womens Long Sleeve Tunic Tops Pullovers Sweatshirt Merry Christmas Letter Plaid Print Blouses T-Shirt Tees        ,5,/product-reviews/B07ZNNYST3/,1,no prime,4,0.757032,0,7.5,0,1
36,fashion,/Amazon-Essentials-Boys-Thermal-Underwear/dp/B07QFBGF4V/,            Amazon Essentials Boy's Thermal Long Underwear Set        ,4.5,/product-reviews/B07QFBGF4V/,29,prime,3,0.8789531,3,13,0,27
39,fashion,/Scrunchies-Extensions-Ponytail-Accessories-Blonde/dp/B07X2952B4/,            Messy Bun Hair Piece Thick Updo Scrunchies Hair Extensions Ponytail Hair Accessories for Women Ladies Girls        ,4,/product-reviews/B07Y346FLN/,39,prime,7,0.9204278,10,11.5,0,34
40,fashion,/Amazon-Essentials-Lightweight-Mockneck-Sweater/dp/B07QHFZ1JV/,            Amazon Essentials Women's Lightweight Mockneck Sweater        ,4.2,/product-reviews/B07QHFZ1JV/,65,no prime,4,0.6553828,4,13.05,0,57
41,fashion,/ViCherub-Thermal-Underwear-Fleece-Winter/dp/B07ZW19ZJ4/,            ViCherub Men's Thermal Underwear Set Fleece Lined Long Johns Winter Base Layer Top & Bottom 2 Sets for Men        ,4.9,/product-reviews/B07ZW19ZJ4/,288,no prime,7,0.8654944,0,14.97,0,0
42,fashion,/Peepers-PeeperSpecs-Filtering-Glasses-Oprahs-Polarized/dp/B07YLJR5T8/,            Peepers by PeeperSpecs Women's Bravado Blue Light Filtering Reading Glasses-Oprah's Favorite Things 2019        ,3.6,/product-reviews/B081FW33VT/,24,prime,7,0.646762,0,8.99,0,0
43,fashion,/Valentines-Engagement-Wedding%EF%BC%8C-Classics-Titanium/dp/B07Y754FGW/,            WERT-KY Love Rings Promise with Screw Design Best Gifts for Love with Valentine's Day Promise Engagement Wedding， Women's 4mm Fashion Classics Titanium Steel Silver Ring        ,4.5,/product-reviews/B07Y754FGW/,45,prime,7,0.6047605,0,11.99,0,16
44,fashion,/Gaoye-Computer-Blocking-Lightweight-Black-Clear/dp/B07YS8RKCD/,"            Gaoye Progressive Multifocus Reading Glasses Blue Light Blocking for Women Men,No Line Multifocal Readers with Spring Hinge        ",4.3,/product-reviews/B07XC5BHGY/,144,prime,7,0.7426956,19,15.99,0,147
45,fashion,/Amazon-Essentials-Standard-Straight-fit-5-Pocket/dp/B07P2D72P1/,            Amazon Essentials Men's Straight-Fit 5-Pocket Stretch Twill Pant        ,4.7,/product-reviews/B07P2D72P1/,23,prime,3,0.7615922,3,24,0,19
46,fashion,/Hypoallergenic-Earrings-Sterling-Silver-Unicorn/dp/B07XCJVP76/,            Hypoallergenic Stud Earrings for Girls Women S925 Sterling Silver Love Heart Cute Animal CZ Unicorn Gifts for Girl Women        ,3.8,/product-reviews/B07XCJVP76/,98,prime,7,0.8420686,0,6.55,0,96
47,fashion,/KeaBabies-Baby-Socks-Blue-Craft/dp/B07R288JYP/,            Baby Non Slip Grip Toddler Socks - Ergonomic Anti Skid Sole Grips For Boys Girls Toddlers Kids Infant - 12-36 Months Soft & Breathable Cotton Socks Set For Baby Boy Kid (Blue Craft)        ,5,/product-reviews/B07R288JYP/,16,prime,7,0.9074451,0,12.96,0,16
48,fashion,/Amazon-Essentials-Boys-Polar-Fleece/dp/B07Q2H6X9P/,            Amazon Essentials Boy's Polar Fleece Vest        ,4.8,/product-reviews/B07Q2H6X9P/,49,prime,3,0.8824943,0,14,0,39
49,fashion,/Shoelaces-Adults-Tieless-Strings-Elastic/dp/B07XC83KVW/,"            3 Pairs Elastic No Tie Shoelaces for Kids, Adults, Toddler, Sneakers Tieless Shoe Strings Laceless Lazy Shoe Laces        ",4.4,/product-reviews/B07XGCGM5K/,42,prime,7,0.7098449,4,11.99,0,41
50,fashion,/Yaffi-Matching-Pajamas-Christmas-Loungewear/dp/B081C2GSNS/,            Yaffi Matching Family Pajamas Sets Christmas PJ's with Letter and Plaid Printed Long Sleeve Tee and Pants Loungewear        ,4.9,/product-reviews/B081C2GSNS/,24,no prime,7,0.915015,5,23.5,0,21
52,fashion,/Pvendor-Thermal-Heated-Extreme-Insulated/dp/B0814PMQRF/,"            Pvendor Thermal Socks for Men, 2 Pairs of Heated Socks for Women, Boys Socks Extreme Cold Insulated Fuzzy Winter Socks        ",4.8,/product-reviews/B0814PMQRF/,117,no prime,7,0.5987693,23,15.99,0,124
54,fashion,/Maya-Eternity-Ring-Emerald-Cut-Fashioned/dp/B07XTPJ87T/,"            Maya J Eternity Ring - Emerald-Cut, with Artisan Fashioned Gemstones        ",4.2,/product-reviews/B07XTPJ87T/,33,prime,7,0.7616157,0,33.6,0,31
55,fashion,/Abollria-Matching-Christmas-Striped-Sleepwear/dp/B07Z643W6L/,            Abollria Matching Family Christmas Cotton Striped Pajamas Set Sleepwear PJS Set for Women/Men/Boys/Girls        ,4.9,/product-reviews/B07Z643W6L/,13,no prime,6,0.8746011,0,13.75,0,0
56,fashion,/Amazon-Essentials-Womens-Aola-Ankle/dp/B07PKDFCTQ/,            Amazon Essentials Women's Microsuede Ankle Boot        ,4.3,/product-reviews/B07PKDFCTQ/,29,prime,7,0.6061598,0,35,0,29
57,fashion,/POPYOUNG-Womens-Sleeve-Dresses-Casual/dp/B07XXTF55B/,            POPYOUNG Women's Long Sleeve T Shirt Dresses Casual Swing Dress        ,4.3,/product-reviews/B07XXTF55B/,119,no prime,4,0.8945158,0,17.5,0,111
58,fashion,/POKARLA-Womens-Cotton-Underwear-Hipster/dp/B07X9V6HZX/,            POKARLA Women's High Waist Cotton Underwear Soft Hipster Briefs        ,4.7,/product-reviews/B07X9V6HZX/,69,no prime,7,0.7590308,6,25.5,0,70
59,fashion,/Uniq-Fliker-Princess-Costume-Comfort/dp/B081GY8J9L/,            Uniq Fliker Princess Dress Costume for Little Girl’s Comfort in Mind Elegant Style        ,5,/product-reviews/B081GY8J9L/,5,prime,7,0.9505541,0,18,0,7
60,fashion,/WEACZZY-Womens-Sleeve-Button-Casual/dp/B07V5QLN4T/,            WEACZZY Womens Long Sleeve Button Cowl Neck Casual Loose Tunic Tops Blouse        ,4.5,/product-reviews/B07V5QLN4T/,237,no prime,5,0.6828292,4,20.5,0,221
61,fashion,/wewett-Titanium-Bracelet-Bracelets-Valentines/dp/B07ZYTKM93/,            wewett Titanium Steel Love Bracelet for Women Cuff Bracelets Valentines Wedding Couples Bracelets - Screw Bracelets for Girls Adults Girlfriend Birthday Gifts        ,4.4,/product-reviews/B07ZYSSCFN/,19,prime,7,0.8508266,0,23.99,0,20
63,fashion,/Amazon-Essentials-Girls-Water-Resistant-Snow/dp/B07PZ8MF4N/,            Amazon Essentials Girls' Water-Resistant Snow Bib        ,4.8,/product-reviews/B07PZ8MF4N/,88,prime,3,0.7655604,0,29,0,80
64,fashion,/Womens-Sneaker-Fashion-Classic-Walking/dp/B081JQX8H6/,            Women’s Low Top Sneaker Fashion Lace up Canvas Shoes Classic Walking Shoes        ,4.2,/product-reviews/B081JQX8H6/,6,no prime,7,0.8197678,10,23.5,0,6
65,fashion,/Amazon-Essentials-Womens-Standard-Heavy-Weight/dp/B07PZ8LJR2/,            Amazon Essentials Women's Mid-Weight Puffer Vest        ,4.4,/product-reviews/B07PZ8LJR2/,68,prime,3,0.6033294,11,32.61,0,61
66,fashion,/Whenever-Overwhelmed-Remember-Straighten-Inspirational/dp/B07YCS1Z8X/,"            Whenever You Feel Overwhelmed Remember Whose Straighten Your Crown Bracelet, Engraved Inspirational Bracelets Personalized Gift for Mom, Daughter, Granddaughter, Sister, Best Friend, Women and Girls        ",5,/product-reviews/B07YCRQKZ5/,40,prime,7,0.7856984,9,13.99,0,36
67,fashion,/Hypoallergenic-Earrings-Colorful-Christmas-Rainbow/dp/B07Y9P37M8/,"            Hypoallergenic Earrings for Girls Kids, 32 Pairs Colorful Stud Christmas Earrings, Animal Alpaca Rainbow Unicorn Cute Earring Jewelry Set Gifts for Girls Kids Women        ",4.6,/product-reviews/B07Y9P37M8/,61,prime,7,0.8461402,0,12.99,0,61
68,fashion,/Earrings-Bohemian-Birthday-Christmas-Friendship/dp/B07YYX1Y1H/,            36 Pairs Fashion Tassel Earrings Set for Women Girls Bohemian Acrylic Hoop Stud Drop Dangle Earring Leather Leaf Earrings for Birthday/Party/Christmas/Friendship Gifts        ,4.4,/product-reviews/B07YYX1Y1H/,30,prime,7,0.9314955,3,14.96,0,26
69,fashion,/Jumping-Beans-Toddler-Christmas-Graphic/dp/B07XLV9FBC/,            Jumping Beans Toddler Boys 2T-5T Grinch Christmas Graphic Tee        ,4.8,/product-reviews/B07XLV9FBC/,6,prime,1,0.7003219,0,71,0,0
70,fashion,/Saying-Novelty-Christmas-Cotton-Womens/dp/B07Z9Z4K39/,            Funny Saying Socks If You Can Read This Novelty Socks Funny Socks Christmas Cotton Socks for Men Womens        ,4.1,/product-reviews/B07XHJV7ZQ/,21,prime,7,0.8722754,4,8.99,0,72
71,fashion,/Amazon-Essentials-Standard-Midweight-Crewneck/dp/B07NYBK99P/,            Amazon Essentials Men's Midweight Crewneck Sweater        ,4.1,/product-reviews/B07NYBK99P/,82,prime,5,0.585025,0,25,0,84
72,fashion,/Winter-Mitten-Toddler-Newborn-Thermal/dp/B07WMFWWWK/,"            Winter Mitten Gloves For Baby Kids Toddler Infant Newborn, Cute Warm Fleece Lined Knit Thick Thermal Gloves For Boys Girls        ",4.8,/product-reviews/B081SQ42N2/,157,prime,7,0.734059,9,19.5,0,149
73,fashion,/Amazon-Essentials-Standard-Fisherman-Crewneck/dp/B07QB4PPSX/,            Amazon Essentials Women's Fisherman Cable Crewneck Sweater        ,4.5,/product-reviews/B07QB4PPSX/,56,prime,4,0.8626268,0,26,0,52
74,fashion,/Dearfoams-Family-Collection-Closed-Slipper/dp/B07YGKS4HL/,            Dearfoams Family Collection Baby Bear Plaid Closed Back Slipper        ,4.5,/product-reviews/B07YGKS4HL/,2,no prime,7,0.5861016,0,29,0,2
75,fashion,/Amazon-Essentials-Girls-Thermal-Underwear/dp/B07QGGSF3K/,            Amazon Essentials Girl's Thermal Long Underwear Set        ,5,/product-reviews/B07QGGSF3K/,18,prime,2,0.6913155,0,13.96,0,16
76,fashion,/Amazon-Essentials-Lightweight-Crewneck-Sweater/dp/B07QC4HK2Y/,            Amazon Essentials Women's Lightweight Cable Crewneck Sweater        ,4.7,/product-reviews/B07QC4HK2Y/,30,prime,4,0.7956007,3,22,0,28
77,fashion,/Cosonsen-Womens-Shoulder-Sleeve-Blouse/dp/B07ZCSP8K2/,            Cosonsen Women's Off Shoulder Top Long Sleeve Plaid Tee Shirt Blouse        ,4.2,/product-reviews/B07ZCSP8K2/,79,prime,5,0.8685417,0,19.99,20,76
78,fashion,/Amazon-Essentials-Standard-Cotton-Cardigan/dp/B07NZ8TBN1/,            Amazon Essentials Men's Cotton Sweater Cardigan        ,4.5,/product-reviews/B07NZ8TBN1/,131,prime,5,0.5728806,0,20,0,126
79,fashion,/Amazon-Essentials-Standard-Pullover-Sweatshirt/dp/B07P5RW5XY/,            Amazon Essentials Men's Sherpa Lined Pullover Hoodie Sweatshirt        ,4.3,/product-reviews/B07P5RW5XY/,43,prime,5,0.5928702,0,27,0,37
81,fashion,/Amazon-Essentials-Boys-Water-Resistant-Snow/dp/B07Q2GZWYY/,            Amazon Essentials Boys' Water-Resistant Snow Pant        ,4.7,/product-reviews/B07Q2GZWYY/,57,prime,3,0.7765029,0,67,0,0
83,fashion,/lamibaby-Leopard-T-Shirt-Crewneck-Stretchy/dp/B07XJMHKY2/,            lamibaby Women's Casual Tops Leopard Print T-Shirt Basic with Crewneck Long Sleeve Soft Stretchy Blouse        ,4.5,/product-reviews/B07XJMHKY2/,180,no prime,7,0.9272197,17,16.5,0,177
84,fashion,/BTFBM-Leopard-Sweater-Pockets-Cardigan/dp/B07XF2D8X4/,            BTFBM Women Chic Leopard Print Cozy Sweater Pockets Button Down Open Front Loose Knitted Long Cardigan with Sleeves        ,4.3,/product-reviews/B07XF2D8X4/,165,prime,7,0.9199951,14,30.99,0,156
85,fashion,/Womens-Thermal-Underwear-Fleece-Thermals/dp/B08134KX2C/,            Womens Thermal Underwear Set Long Johns with Fleece Lined Ultra Soft Top & Bottom Base Layer Thermals for Women        ,5,/product-reviews/B08134KX2C/,285,no prime,7,0.7127808,0,5.98,34,0
86,fashion,/ZESICA-Womens-Sweatshirt-Pullover-Pockets/dp/B07XGQMTYH/,            ZESICA Women's Plaid Long Sleeve Zipper Sherpa Fleece Sweatshirt Pullover Jacket Coat with Pockets        ,4.4,/product-reviews/B07XGQMTYH/,46,no prime,3,0.8360195,4,33,0,40
87,fashion,/MEROKEETY-Womens-Sleeve-Sweater-Pullover/dp/B07Y55K6JN/,            MEROKEETY Women's Long Sleeve Waffle Knit Sweater Crew Neck Solid Color Pullover Jumper Tops        ,4.1,/product-reviews/B07Y55K6JN/,50,no prime,7,0.5075863,4,24.5,0,47
88,fashion,/POSHDIVAH-Waisted-Control-Workout-Leggings/dp/B07XXYL3Y6/,            POSHDIVAH Ultra Soft Yoga Pants for Women High Waisted Tummy Control Workout Leggings with Pockets        ,4.8,/product-reviews/B07XXYL3Y6/,43,no prime,7,0.7754918,19,19,0,42
89,fashion,/IEFSHINY-Whenever-Overwhelmed-Straighten-Inspirational/dp/B07ZNFTGG2/,"            Whenever You Feel Overwhelmed Remember Whose Straighten Your Crown Bracelet, Engraved Inspirational Bracelets Personalized Gift for Mom, Daughter, Granddaughter, Sister, Best Friend, Girls and Women        ",5,/product-reviews/B07ZNGN6YK/,5,prime,6,0.9474335,0,12.99,0,5
90,fashion,/KIRUNDO-Sweatshirt-Sleeves-Pullover-Sweaters/dp/B07X38FGGL/,            KIRUNDO 2019 Women’s Solid Sporty Sweatshirt Crew Neck Long Sleeves Pullover Ribbed Cuffs Hems Sweaters Outwear        ,3.9,/product-reviews/B07X38FGGL/,111,prime,5,0.8825222,3,96,0,0
